question_id,domain,subcategory,question_type,difficulty,question,key_concepts,roles,content_status
dsa-027,DSA,Trees,debugging,medium,Find the lowest common ancestor of two nodes in a binary tree.,DSA; Trees; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-028,DSA,BST,design,medium,Find the kth smallest element in a BST. How would you answer this if the interviewer asked for a concrete production example?,DSA; BST; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-029,DSA,Heaps,conceptual,hard,Find the kth largest element and compare heap and quickselect approaches. How would you answer this if the interviewer asked for a concrete production example?,DSA; Heaps; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-030,DSA,Greedy,optimization,easy,Schedule the maximum number of non-overlapping activities. How would you answer this if the interviewer asked for a concrete production example?,DSA; Greedy; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-031,DSA,Graphs,follow_up,medium,Detect a cycle in a directed graph.,DSA; Graphs; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-032,DSA,DSU,scenario,medium,Use union-find to detect whether adding an edge creates a cycle. How would you answer this if the interviewer asked for a concrete production example?,DSA; DSU; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-033,DSA,DP,practical,medium,Find the longest common subsequence of two strings.,DSA; DP; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-034,DSA,Backtracking,tradeoff,hard,Generate all permutations of distinct values.,DSA; Backtracking; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-035,DSA,Complexity,debugging,easy,"Given nested loops with a halving inner range, derive the time complexity. How would you answer this if the interviewer asked for a concrete production example?",DSA; Complexity; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-036,DSA,Interview Reasoning,design,medium,Your O(n^2) solution is correct but too slow. How would you systematically search for an optimization? How would you answer this if the interviewer asked for a concrete production example?,DSA; Interview Reasoning; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-037,DSA,Arrays,conceptual,medium,Find the maximum subarray sum and explain why Kadane's algorithm works.,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-038,DSA,Strings,optimization,medium,Determine whether a string can become a palindrome after deleting at most one character.,DSA; Strings; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-039,DSA,Two Pointers,follow_up,hard,Find three values whose sum is closest to a target. What edge case or failure mode would you test before calling this solution complete?,DSA; Two Pointers; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-040,DSA,Sliding Window,scenario,easy,Find the longest subarray or substring satisfying a fixed-window constraint. What edge case or failure mode would you test before calling this solution complete?,DSA; Sliding Window; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-041,DSA,Binary Search,practical,medium,Find the minimum capacity needed to finish shipping packages within a given number of days.,DSA; Binary Search; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-042,DSA,Linked Lists,tradeoff,medium,Reverse a linked list in groups of k.,DSA; Linked Lists; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-043,DSA,Stacks,debugging,medium,Find the largest rectangle in a histogram.,DSA; Stacks; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-044,DSA,Queues,design,hard,Implement a queue using two stacks and explain amortized complexity. What edge case or failure mode would you test before calling this solution complete?,DSA; Queues; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-045,DSA,Trees,conceptual,easy,Find the diameter of a binary tree. How would you answer this if the interviewer asked for a concrete production example?,DSA; Trees; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-046,DSA,BST,optimization,medium,Find the kth smallest element in a BST. What edge case or failure mode would you test before calling this solution complete?,DSA; BST; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-047,DSA,Heaps,follow_up,medium,Find the kth largest element and compare heap and quickselect approaches. What edge case or failure mode would you test before calling this solution complete?,DSA; Heaps; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-048,DSA,Greedy,scenario,medium,Schedule the maximum number of non-overlapping activities. What edge case or failure mode would you test before calling this solution complete?,DSA; Greedy; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-049,DSA,Graphs,practical,hard,Find shortest paths in an unweighted graph.,DSA; Graphs; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-050,DSA,DSU,tradeoff,easy,Use union-find to detect whether adding an edge creates a cycle. What edge case or failure mode would you test before calling this solution complete?,DSA; DSU; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-051,DSA,DP,debugging,medium,Find the minimum edit distance between two strings.,DSA; DP; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-052,DSA,Backtracking,design,medium,Solve N-Queens and explain pruning.,DSA; Backtracking; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-053,DSA,Complexity,conceptual,medium,"Given nested loops with a halving inner range, derive the time complexity. What edge case or failure mode would you test before calling this solution complete?",DSA; Complexity; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-054,DSA,Interview Reasoning,optimization,hard,Your O(n^2) solution is correct but too slow. How would you systematically search for an optimization? What edge case or failure mode would you test before calling this solution complete?,DSA; Interview Reasoning; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-055,DSA,Arrays,follow_up,easy,Find the product of all elements except the current index without division.,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
dsa-056,DSA,Strings,scenario,medium,Find the longest substring without repeating characters. How would you answer this if the interviewer asked for a concrete production example?,DSA; Strings; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-057,DSA,Two Pointers,practical,medium,Find three values whose sum is closest to a target. How would your approach change if the scale or input size became 10x larger?,DSA; Two Pointers; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-058,DSA,Sliding Window,tradeoff,medium,Find the longest subarray or substring satisfying a fixed-window constraint. How would your approach change if the scale or input size became 10x larger?,DSA; Sliding Window; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
